FILIAL; DATA PROC; IDADE INI; IDADE FIM;SETOR LOJA   ;MERC ;DIGITO;STATUS;DESCRICAO ;EMBALAGEM ;DT VENC   ;TRIBUTACAO;LC;QTDE_IDEAL;DT PRECO IND;PRECO IND;DT ULT ENTR;CUSTO ULT ENTR;QTDE ULT ENTR;QTDE PED COMPRA;QTDE PED FILIAL;QTDE PED NF AT;ESTOQ EMB1;ESTOQ EMB9;CUSTO MEDIO;PRECO VENDA;PERC RENT;QTDE VENDA EMB1;IDADE;NAO VENDE;TP ETIQ;MIX;DT PRECO;EMB.INTERMEDIARIA;PAR;DIREITO DEVOLUCAO;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;71884;132; ;SHAMP.INF.HUGGIES EXTRA SUAVE      ;CXA 1 X 12 400ML  ;;*; ;100;     ;0;26/12/2022;215,86;3;0;0;0;3;8;224,6;239,88;0,36;0;93,09;2;C; ;20/12/2022;S; ; ;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;71885;192; ;SHAMP.INF.HUGGIES EXTRA SUAVE      ;CXA 1 X 12 600ML  ;;*; ;52;     ;0;16/02/2023;304,66;2;0;0;0;3;6;303,64;323,9;0,25;0;62,28;11;C; ;26/12/2022;S; ; ;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;83149;174; ;SHAMP.INF.JOHNSON BABY BLACKINHO   ;CXA 1 X 12 400ML  ;;*; ;120;     ;0;20/12/2022;301,36;10;0;0;0;8;11;288,04;322,8;4,76;0;98;15;C; ;23/03/2023;S; ; ;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;78320;150; ;SHAMP.INF.JOHNSON CAB.CACHEADOS    ;CXA 1 X 12 400ML  ;;*; ;120;     ;0;23/03/2023;266,44;0;0;0;0;2;8;288,04;322,8;4,76;0;66,31;8;C; ;23/03/2023;S; ; ;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;74605;160; ;SHAMP.INF.JOHNSON CH.PROLONGADO    ;CXA 1 X 12 400ML  ;;*; ;140;     ;0;20/12/2022;301,35;2;0;0;0;2;9;288,04;322,8;4,76;0;104,54;9;C; ;23/03/2023;S; ; ;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;8425;151; ;SHAMP.INF.PALMOLIVE NATURAL KIDS   ;CXA 1 X 6 350ML  ;;*; ;310;25/07;15,43;06/12/2022;72,76;20;0;0;0;21;3;72,34;83,4;7,25;10;113,88;0;C;N;19/03/2023;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;74985;177; ;SHAMP.INF.XUXINHA SUAVE            ;CXA 1 X 12 400ML  ;;*; ;120;     ;0;27/03/2023;219,38;5;5;0;0;9;5;214,97;238,8;3,97;2;96,21;0;C; ;27/03/2023;S; ; ;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;68406;130; ;SHAMP.KOLENE CACHOS                ;CXA 1 X 12 300ML  ;;*; ;217;     ;0;19/01/2023;99,43;2;0;0;0;1;0;97,38;106,8;2,81;0;68;26;C; ;19/10/2022;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;66675;122; ;SHAMP.MONANGE BOOST CRESCIMENTO    ;CXA 1 X 12 325ML  ;;*; ;140;     ;0;18/02/2023;81,35;5;0;0;0;6;0;80,67;87,6;1,9;3;70,16;12;C; ;24/01/2023;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;66674;163; ;SHAMP.MONANGE CACHOS QUE TAL       ;CXA 1 X 12 325ML  ;;*; ;140;     ;0;17/11/2022;80,36;10;0;0;0;0;10;80,67;87,6;1,9;4;131;0;C; ;24/01/2023;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;66677;141; ;SHAMP.MONANGE DETOXTERAPIA         ;CXA 1 X 12 325ML  ;;*; ;140;     ;0;18/02/2023;81,4;5;0;0;0;2;6;80,67;87,6;1,9;2;38;0;C; ;24/01/2023;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;66672;144; ;SHAMP.MONANGE HIDRATA COM PODER    ;CXA 1 X 12 325ML  ;;*; ;140;     ;0;18/02/2023;81,35;5;0;0;0;4;10;80,67;87,6;1,9;4;38;0;C; ;24/01/2023;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;66673;103; ;SHAMP.MONANGE LISOS TE QUERO       ;CXA 1 X 12 325ML  ;;*; ;140;     ;0;18/02/2023;81,35;15;0;0;0;11;7;80,67;87,6;1,9;5;38;0;C; ;24/01/2023;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;66676;182; ;SHAMP.MONANGE QUIMICA SEM DRAMA    ;CXA 1 X 12 325ML  ;;*; ;140;     ;0;23/12/2022;84,06;10;0;0;0;8;0;80,67;87,6;1,9;4;95;2;C; ;24/01/2023;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;83287;159; ;SHAMP.NEUTROX AQUA                 ;CXA 1 X 12 300ML  ;;*; ;196;     ;0;14/03/2023;116,6;2;0;0;0;2;0;113,77;125,88;3,61;0;14;999;C; ;14/03/2023;S; ; ;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;64322;184; ;SHAMP.NEUTROX CLASSICO             ;CXA 1 X 12 300ML  ;;*; ;196;     ;0;21/01/2023;105,48;5;0;0;0;1;11;113,77;125,88;3,61;1;66;2;C; ;14/03/2023;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;68738;175; ;SHAMP.NEUTROX MULTI BENEFICIOS     ;CXA 1 X 12 300ML  ;;*; ;196;     ;0;14/03/2023;116,61;2;0;0;0;2;7;113,77;125,88;3,61;0;36,12;2;C; ;14/03/2023;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;63792;198; ;SHAMP.NEUTROX SOS                  ;CXA 1 X 12 300ML  ;;*; ;196;     ;0;14/03/2023;116,56;2;0;0;0;3;5;113,77;125,88;3,61;0;36,39;2;C; ;14/03/2023;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;70004;153; ;SHAMP.NIELY HID.MILAGROSA          ;CXA 1 X 12 275ML  ;;*; ;145;     ;0;15/12/2022;97,24;5;0;0;0;6;2;99,26;106,8;1,05;1;136,29;7;C; ;26/10/2022;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;70007;131; ;SHAMP.NIELY NUTRICAO MAG           ;CXA 1 X 12 275ML  ;;*; ;145;     ;0;22/06/2022;100,02;5;0;0;0;4;2;99,26;106,8;1,05;0;279;8;C; ;26/10/2022;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;70006;172; ;SHAMP.NIELY POS QUIMICA            ;CXA 1 X 12 275ML  ;;*; ;145;     ;0;22/06/2022;100,02;5;0;0;0;2;3;99,26;106,8;1,05;1;279;2;C; ;26/10/2022;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;70005;112; ;SHAMP.NIELY QUERATINA REC          ;CXA 1 X 12 275ML  ;;*; ;145;     ;0;09/02/2023;100,43;2;0;0;0;0;11;99,26;106,8;1,05;1;47;0;C; ;26/10/2022;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;74388;108; ;SHAMP.OX HIALURONICO               ;CXA 1 X 12 400ML  ;;*; ;132;     ;0;16/04/2022;202,63;15;0;0;0;8;3;233,09;262,8;5,3;0;346;19;C; ;12/03/2023;S; ; ;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;68736;156; ;SHAMP.OX NUTRICAO FORTALECEDORA    ;CXA 1 X 12 400ML  ;;*; ;132;     ;0;19/01/2023;237,69;5;0;0;0;8;9;233,09;262,8;5,3;0;71;13;C; ;12/03/2023;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;48148;108; ;SHAMP.OX OILS NUTRICAO INTENSA     ;CXA 1 X 12 400ML  ;;*; ;132;     ;0;28/04/2022;202,5;10;0;0;0;2;6;233,09;262,8;5,3;0;334;0;C; ;12/03/2023;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;59477;154; ;SHAMP.OX REPARACAO COMPLETA        ;CXA 1 X 12 400ML  ;;*; ;132;     ;0;19/01/2023;237,7;2;0;0;0;2;0;233,09;262,8;5,3;0;68;12;C; ;12/03/2023;;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;28250;199; ;SHAMP.PALMOLIVE ANTI-CASPA CLASSICO;CXA 1 X 6 350ML  ;;*; ;310;     ;0;24/03/2023;82,64;20;0;0;0;20;0;82,42;93;5,37;2;4;17;C;N;19/03/2023;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;65252;125; ;SHAMP.PALMOLIVE DETOX              ;CXA 1 X 6 350ML  ;;*; ;310;     ;0;18/10/2022;44,73;30;0;0;0;8;4;46,46;50,94;2,79;2;161;2;C; ;15/03/2023;;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;80784;122; ;SHAMP.PALMOLIVE HIALURONICO        ;CXA 1 X 6 350ML  ;;*; ;310;     ;0;18/10/2022;64,66;10;0;0;0;1;2;66,27;75;5,63;0;161;2;C; ;19/03/2023;S; ; ;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;38426;107; ;SHAMP.PALMOLIVE ILUMINADOR CAB.PR  ;CXA 1 X 6 350ML  ;;*; ;310;     ;0;19/12/2022;46,14;10;0;0;0;7;5;46,46;50,94;2,79;6;99;0;C; ;15/03/2023;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;8418;151; ;SHAMP.PALMOLIVE LEIT.AMEND.MAC.PROL;CXA 1 X 6 350ML  ;;*; ;310;25/07;13,31;24/03/2023;46,66;40;0;0;0;50;4;46,46;50,94;2,79;12;8,5;0;C;N;15/03/2023;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;8419;110; ;SHAMP.PALMOLIVE NAT.CERAMIDAS FORCE;CXA 1 X 6 350ML  ;;*; ;310;25/07;13,31;18/10/2022;44,73;40;0;0;0;11;4;46,46;50,94;2,79;4;161;4;C; ;15/03/2023;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;76876;163; ;SHAMP.PALMOLIVE NAT.CERAMIDAS FORCE;CXA 1 X 6 650ML  ;;*; ;144;     ;0;24/03/2023;77,03;36;0;0;0;37;3;77;83,94;2,26;12;4,84;0;C; ;09/11/2022;S; ; ;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;25867;151; ;SHAMP.PALMOLIVE NAT.NEUTRO         ;CXA 1 X 6 350ML  ;;*; ;310;     ;0;24/03/2023;46,66;62;10;0;0;66;1;46,46;50,94;2,79;5;6,26;0;C; ;15/03/2023;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;76877;122; ;SHAMP.PALMOLIVE NAT.NEUTRO         ;CXA 1 X 6 650ML  ;;*; ;144;     ;0;24/03/2023;77,03;20;0;0;0;21;3;77;83,94;2,26;2;10,55;0;C; ;09/11/2022;S; ; ;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;8427;170; ;SHAMP.PALMOLIVE NAT.NUTRE LISS     ;CXA 1 X 6 350ML  ;;*; ;310;25/07;15,89;24/03/2023;46,66;30;10;0;0;29;2;46,46;50,94;2,79;3;4;2;C; ;15/03/2023;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;76878;182; ;SHAMP.PALMOLIVE NAT.NUTRI.EXTRAORD.;CXA 1 X 6 650ML  ;;*; ;144;     ;0;24/03/2023;77,03;36;0;0;0;35;1;77;83,94;2,26;8;4;0;C; ;09/11/2022;S; ; ;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;74168;170; ;SHAMP.PALMOLIVE NAT.PRETO VIB.PROMO;CXA 1 X 7 3X350ML;;*; ;80;     ;0;01/08/2022;147,01;10;0;0;0;1;1;150,93;160,65;0,04;0;239;5;C; ;28/12/2022;; ; ;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;68490;190; ;SHAMP.PANTENE BAMBU                ;CXA 1 X 6 400ML  ;;*; ;224;     ;0;02/03/2023;135,97;8;0;0;0;17;4;135,18;149,4;3,51;3;34,03;3;C; ;12/03/2023;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;49587;124; ;SHAMP.PANTENE BRILHO EXTREMO       ;CXA 1 X 6 400ML  ;;*; ;224;     ;0;22/03/2023;136,06;12;0;0;0;14;4;135,18;149,4;3,51;1;19,81;2;C; ;12/03/2023;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;57927;122; ;SHAMP.PANTENE CACHOS HIDRA         ;CXA 1 X 6 400ML  ;;*; ;224;     ;0;17/10/2022;126,86;6;0;0;0;2;2;135,18;149,4;3,51;1;162;4;C; ;12/03/2023;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;75589;148; ;SHAMP.PANTENE COLAGENO             ;CXA 1 X 6 300ML  ;;*; ;315;     ;0;23/03/2023;136,26;10;0;0;0;12;2;135,18;149,4;3,51;2;11,62;3;C; ;12/03/2023;S; ; ;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;78148;105; ;SHAMP.PANTENE COLAGENO             ;CXA 1 X 12 510ML  ;;*; ;76;     ;0;16/08/2022;362,44;19;0;0;0;3;1;363,47;418,8;7,21;0;224;4;C; ;19/03/2023;S; ; ;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;82451;152; ;SHAMP.PANTENE EQUILIBRIO           ;CXA 1 X 6 300ML  ;;*; ;252;     ;0;23/03/2023;136,11;6;0;0;0;9;5;135,18;149,4;3,51;3;46,71;0;C; ;12/03/2023;S; ; ;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;49585;105; ;SHAMP.PANTENE HIDRATACAO           ;CXA 1 X 6 400ML  ;;*; ;224;     ;0;20/03/2023;135,39;1;0;0;0;15;3;135,18;149,4;3,51;2;31,03;5;C; ;12/03/2023;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;52146;100; ;SHAMP.PANTENE HIDRO-CAUTERIZACAO   ;CXA 1 X 6 400ML  ;;*; ;224;     ;0;22/03/2023;136,05;10;0;0;0;11;2;135,18;149,4;3,51;1;10,02;0;C; ;12/03/2023;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;49586;165; ;SHAMP.PANTENE LISO EXTREMO         ;CXA 1 X 6 400ML  ;;*; ;224;     ;0;13/03/2023;135,39;3;0;0;0;4;2;135,18;149,4;3,51;3;24,84;0;C; ;12/03/2023;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;49588;184; ;SHAMP.PANTENE RESTAURACAO PROFUNDA ;CXA 1 X 6 400ML  ;;*; ;224;     ;0;23/03/2023;136,34;4;0;0;0;13;2;135,18;149,4;3,51;2;12;6;C; ;12/03/2023;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;68749;112; ;SHAMP.SEDA BABOSA E OLEOS          ;CXA 1 X 12 425ML  ;;*; ;162;     ;0;01/12/2022;146,1;20;0;0;0;13;10;147,22;129,6;-19,59;4;117;0;C; ;21/03/2023;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;73795;175; ;SHAMP.SEDA BOMBA DE COCO           ;CXA 1 X 12 425ML  ;;*; ;162;     ;0;02/02/2023;148,5;27;0;0;0;23;9;147,22;129,6;-19,59;5;54;3;C; ;21/03/2023;S; ; ;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;81569;199; ;SHAMP.SEDA BOOM HIDR.REVITALIZACAO ;CXA 1 X 12 425ML  ;;*; ;162;     ;0;01/12/2022;150,54;27;0;0;0;7;7;147,22;129,6;-19,59;4;117;0;C; ;21/03/2023;S; ; ;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;68752;175; ;SHAMP.SEDA CACHOS DEFINIDOS        ;CXA 1 X 12 425ML  ;;*; ;162;     ;0;01/12/2022;146,1;27;0;0;0;24;2;147,22;129,6;-19,59;4;117;0;C; ;21/03/2023;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;82102;129; ;SHAMP.SEDA INF.2/1 SPIDER-MAN HIDR.;CXA 1 X 12 300ML  ;;*; ;210;     ;0;22/11/2022;129,3;10;0;0;0;6;6;139;143,76;-2,69;0;126;0;C; ;05/09/2022;S; ; ;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;74421;114; ;SHAMP.SEDA INF.FROZEN BRILHO ENCAN.;CXA 1 X 12 300ML  ;;*; ;210;     ;0;23/08/2022;131,92;10;0;0;0;2;11;139;143,76;-2,69;2;217;3;C; ;05/09/2022;S; ; ;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;77026;152; ;SHAMP.SEDA INF.MOANA CACHOS ENCAN. ;CXA 1 X 12 300ML  ;;*; ;210;     ;0;03/09/2022;134,78;10;0;0;0;2;6;139;143,76;-2,69;2;206;6;C; ;05/09/2022;S; ; ;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;68750;150; ;SHAMP.SEDA LISO PERFEITO           ;CXA 1 X 12 425ML  ;;*; ;162;     ;0;22/11/2022;145,58;27;0;0;15;4;4;147,22;129,6;-19,59;7;126;0;C; ;21/03/2023;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;68754;194; ;SHAMP.SEDA PRETOS LUMINOSOS        ;CXA 1 X 12 425ML  ;;*; ;162;     ;0;10/10/2022;124,14;27;0;0;10;7;6;147,22;129,6;-19,59;4;169;0;C; ;21/03/2023;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;66402;197; ;SHAMP.SUAVE BABOSA PEPINO          ;CXA 1 X 12 325ML  ;;*; ;210;     ;0;23/08/2022;87,93;20;0;0;0;10;4;93,02;88,68;-10,89;2;217;0;C; ;21/03/2023;S;N;N;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;75088;144; ;SHAMP.TRESEMME BLINDAGEM ANTIFRIZZ ;CXA 1 X 12 400ML  ;;*; ;182;     ;0;05/01/2023;193,43;5;0;0;0;2;5;190,58;203,88;0,52;2;82;3;C; ;21/03/2023;S; ; ;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;79359;123; ;TINT.BIOCOLOR 1.0 PRETO FUNDAMENTAL;CXA 1 X 12 1KIT   ;;*; ;120;     ;0;18/02/2023;101,36;5;0;0;0;3;0;92,09;95,88;-2,04;3;38;19;C; ;24/01/2023;S; ; ;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;79358;164; ;TINT.BIOCOLOR 2.0 PRETO AZULADO    ;CXA 1 X 12 1KIT   ;;*; ;120;     ;0;09/03/2023;100,27;5;0;0;0;2;6;92,09;95,88;-2,04;2;19;2;C; ;24/01/2023;S; ; ;
273;28/03/23;   0;9999;032-SHAMPOO/COND./CR.CABELO/TOUCADOR                                                                    ;79357;104; ;TINT.BIOCOLOR 3.0 CASTANHO ESCURO  ;CXA 1 X 12 1KIT   ;;*; ;120;     ;0;07/03/2023;100,64;5;0;0;0;3;7;92,09;95,88;-2,04;3;21;2;C; ;24/01/2023;S; ; ;
273;28/03/23;   0;9999;033-TOCADOR/AP.BARBEAR/DESODORANTES/PERF INF                                                            ;48540;192; ;AGUA OXIGENADA GUARARAPES 20 VOL   ;CXA 1 X 12 80ML   ;;*; ;420;     ;0;19/10/2022;17,96;5;0;0;0;15;8;19,74;21;-0,02;3;220,89;0;C; ;14/12/2022;;N;N;
273;28/03/23;   0;9999;033-TOCADOR/AP.BARBEAR/DESODORANTES/PERF INF                                                            ;48541;157; ;AGUA OXIGENADA GUARARAPES 30 VOL.  ;CXA 1 X 12 80ML   ;;*; ;420;     ;0;24/10/2022;17,09;10;0;0;0;6;0;19,74;21;-0,02;3;155;2;C; ;14/12/2022;;N;N;
273;28/03/23;   0;9999;033-TOCADOR/AP.BARBEAR/DESODORANTES/PERF INF                                                            ;48542;116; ;AGUA OXIGENADA GUARARAPES 40 VOL.  ;CXA 1 X 12 80ML   ;;*; ;420;     ;0;24/03/2023;19,66;5;0;0;10;4;9;19,74;21;-0,02;7;4;2;C; ;14/12/2022;;N;N;
273;28/03/23;   0;9999;033-TOCADOR/AP.BARBEAR/DESODORANTES/PERF INF                                                            ;69445;100; ;AGUA PERF.APAIXONADA PHYTODERM     ;CXA 1 X 12 250ML  ;;*; ;217;     ;0;12/01/2023;157;14;0;0;0;10;9;158,16;178,81;5,54;3;75;3;C; ;12/03/2023;S;N;N;
273;28/03/23;   0;9999;033-TOCADOR/AP.BARBEAR/DESODORANTES/PERF INF                                                            ;77646;144; ;AGUA PERF.CARINHO PHYTODERM        ;CXA 1 X 12 250ML  ;;*; ;217;     ;0;12/01/2023;157;4;0;0;0;2;0;158,16;178,81;5,54;3;75;11;C; ;12/03/2023;S; ; ;
273;28/03/23;   0;9999;033-TOCADOR/AP.BARBEAR/DESODORANTES/PERF INF                                                            ;71591;159; ;AGUA PERF.LAVANDA PHYTODERM        ;CXA 1 X 12 250ML  ;;*; ;217;     ;0;23/01/2023;166,13;5;0;0;0;2;11;158,16;178,81;5,54;2;64;0;C; ;12/03/2023;S; ; ;
273;28/03/23;   0;9999;033-TOCADOR/AP.BARBEAR/DESODORANTES/PERF INF                                                            ;69446;159; ;AGUA PERF.ROMANTICA PHYTODERM      ;CXA 1 X 12 250ML  ;;*; ;217;     ;0;12/01/2023;157;6;0;0;0;4;6;158,16;178,81;5,54;3;75;0;C; ;12/03/2023;S;N;N;
273;28/03/23;   0;9999;033-TOCADOR/AP.BARBEAR/DESODORANTES/PERF INF                                                            ;71592;118; ;AGUA PERF.SENSUAL PHYTODERM        ;CXA 1 X 12 250ML  ;;*; ;217;     ;0;21/01/2023;156,09;5;0;0;0;8;2;158,16;178,81;5,54;2;69,48;0;C; ;12/03/2023;S; ; ;
273;28/03/23;   0;9999;033-TOCADOR/AP.BARBEAR/DESODORANTES/PERF INF                                                            ;60480;107; ;ALGODAO COTONELA BOLA BRANCO       ;CXA 1 X 40 50G    ;; ; ;40;     ;0;10/03/2023;90,48;10;20;0;0;9;35;90,46;144;3,92;10;18;0;C; ;27/05/2022;S;N;N;
273;28/03/23;   0;9999;033-TOCADOR/AP.BARBEAR/DESODORANTES/PERF INF                                                            ;42925;114; ;ALGODAO COTTONBABY ROLO            ;CXA 4 X 20 25G    ;;*; ;48;     ;0;17/12/2022;160,87;5;0;0;0;0;51;160,67;199,21;4,09;0;101;8;C; ;01/02/2023;S;N;N;
273;28/03/23;   0;9999;033-TOCADOR/AP.BARBEAR/DESODORANTES/PERF INF                                                            ;42924;155; ;ALGODAO COTTONBABY ROLO            ;CXA 4 X 12 50G    ;;*; ;48;     ;0;31/08/2022;195,91;3;0;0;0;1;3;184,83;239,52;7,58;0;209;0;C; ;15/01/2023;S;N;N;
273;28/03/23;   0;9999;033-TOCADOR/AP.BARBEAR/DESODORANTES/PERF INF                                                            ;18009;160; ;ALGODAO YORK 25G                   ;CXA 4 X 10 1UND   ;;*; ;80;     ;0;17/11/2022;81,31;3;0;0;0;2;15;82;112;11,53;0;131;5;C;N;27/05/2022;S;N;N;
273;28/03/23;   0;9999;033-TOCADOR/AP.BARBEAR/DESODORANTES/PERF INF                                                            ;18006;182; ;ALGODAO YORK BOLA 50G              ;FDO 4 X 10 1UND   ;; ; ;35;     ;0;09/03/2023;97,32;5;0;0;0;1;14;97,11;156,01;4,49;3;19;0;C;N;27/05/2022;S;N;N;
273;28/03/23;   0;9999;033-TOCADOR/AP.BARBEAR/DESODORANTES/PERF INF                                                            ;41573;124; ;ANTISSEP ORAL-B C.HORT.L500P300    ;CXA 1 X 12 300ML  ;;*; ;64;     ;0;17/08/2022;153,02;16;0;0;0;2;11;156,45;174;4,08;5;223;2;C; ;21/03/2023;S;N;N;
273;28/03/23;   0;9999;033-TOCADOR/AP.BARBEAR/DESODORANTES/PERF INF                                                            ;25423;136; ;AP.BARB.BIC COMFORT 3 PELE NORMAL  ;CXA 40 X 12 1UND   ;;*; ;28;     ;0;06/12/2022;1262,1;2;0;0;0;3;60;1284,05;1579,21;3,44;0;262,84;3;C;N;17/08/2022;S;N;N;
273;28/03/23;   0;9999;033-TOCADOR/AP.BARBEAR/DESODORANTES/PERF INF                                                            ;4294;165; ;AP.BARB.BIC COMFORT TWIN PELE      ;CXA 24 X 12 2UND   ;;*; ;24;     ;0;16/01/2023;829,89;2;0;0;0;3;158;825,5;1033,99;4,91;0;144,08;5;C;N;17/11/2022;S;N;N;
273;28/03/23;   0;9999;033-TOCADOR/AP.BARBEAR/DESODORANTES/PERF INF                                                            ;17886;145; ;AP.BARB.BIC COMFORT TWIN PELE SENS ;CXA 24 X 12 2UND   ;;*; ;24;     ;0;24/03/2023;836,47;5;0;0;0;7;167;825,5;1033,99;4,91;0;54,21;0;C; ;17/11/2022;S;N;N;
273;28/03/23;   0;9999;033-TOCADOR/AP.BARBEAR/DESODORANTES/PERF INF                                                            ;67817;152; ;AP.BARB.BIC FLEX 3 AZUL            ;CXA 6 X 12 2UND   ;;*; ;35;     ;0;27/03/2023;606,91;2;0;0;0;3;50;591,28;719,28;2,54;0;27,75;15;C; ;25/10/2022;S;N;N;
